SJBXX01,SJBXX02,PYM,SZM,WBM
Z63.900,与家族有关的问题，具有潜在健康问题,YJZYGDWTJYQZJKWT,1443434223413442,GPYEURUJHEIDWYUJ
Z64.000,与不想要的妊娠有关的问题，具有潜在健康问题,YBXYDRSYGDWTJYQZJKWT,14113553434223413442,GISSRVVEURUJHEIDWYUJ
Z64.100,与多产有关的问题，具有潜在健康问题,YDCYGDWTJYQZJKWT,1343434223413442,GQUEURUJHEIDWYUJ
Z64.200,寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害的,XQHJSQTYYHHXXGYCSZXC,51313331433421514421,VFTRETWAUTWINFCRYYHR
Z64.300,寻求和接受行为和心理上的干预措施，这些措施已知是危险和有害的,XQHJSHWHXLSDGYCSZXCS,51313343312315144214,VFTRETYTNGHRFCRYYHRY
Z64.400,与顾问不和有关，具有潜在健康问题,YGWBHYGJYQZJKWT,114433423413442,GDUITEUHEIDWYUJ
Z65.000,与在民事和刑事诉讼程序中定罪、未被监禁有关，具有潜在健康问题,YZMSHXSSSCXZDZWBJJYG,11513114434242142134,GDNGTGGYYTYKPLFPJSEU
Z65.100,与监禁和其他入狱有关，具有潜在健康问题,YJJHQTRYYGJYQZJKWT,121313333423413442,GJSTAWTQEUHEIDWYUJ
Z65.200,与从监狱释放有关的问题，具有潜在健康问题,YCJYSFYGDWTJYQZJKWT,1323343434223413442,GWJQTYEURUJHEIDWYUJ
Z65.300,与其他法律情况有关的问题逮捕，具有潜在健康问题,YQTFLQKYGDWTDBJYQZJK,11343543434251234134,GAWITNUEURUJVRHEIDWY
Z65.400,与犯罪和恐怖主义的受害者有关，具有潜在健康问题,YFZHKBZYDSHZYGJYQZJK,13231544334134234134,GQLTANYYREPFEUHEIDWY
Z65.500,与暴露于灾害、战争和其他敌对行为有关，具有潜在健康问题,YBLYZHZZHQTDDHWYGJYQ,12114423313353434234,GJFGPPHQTAWTCTYEUHEI
Z65.800,与心理社会情况有关的其他特指问题，具有潜在健康问题,YXLSHQKYGDQTTZWTJYQZ,13143543431331422341,GNGPWNUEURAWTRUJHEID
Z65.900,与心理社会情况有关的问题，具有潜在健康问题,YXLSHQKYGDWTJYQZJKWT,13143543434223413442,GNGPWNUEURUJHEIDWYUJ
Z70.000,与性态度有关的咨询,YXTDYGDZX,121434344,GNDYEURUY
Z70.100,与病人的性行为和性取向有关的咨询,YBRDXHWHXQXYGDZX,1433234325334344,GUWRNTYTNBTEURUY
Z70.200,与第三方的性行为和性取向有关的咨询,YDSFDXHWHXQXYGDZX,13143234325334344,GTDYRNTYTNBTEURUY
Z70.300,综合涉及与性态度、性行为和性取向有关的咨询,ZHSJYXTDXHWHXQXYGDZX,53431214234325334344,XWIEGNDYNTYTNBTEURUY
Z70.800,性咨询，其他的,XZXQTD,244133,NUYAWR
Z70.900,性咨询,XZX,244,NUY
Z71.000,代表他人咨询的人,DBTRZXDR,31334433,WGWWUYRW
Z71.100,未作诊断而具有恐惧主诉的人,WZZDEJYKJZSDR,1344123154433,FWYODHEANYYRW
Z71.200,为寻求解释调查结果的人,WXQJSTCJGDR,45133415233,YVFQTYSXJRW
Z71.300,饮食的咨询和监督,YSDZXHJD,33344322,QWRUYTJH
Z71.400,酒精滥用的咨询和监督,JJLYDZXHJD,4443344322,IOIERUYTJH
Z71.500,药物滥用的咨询和监督,YWLYDZXHJD,1343344322,ATIERUYTJH
Z71.600,烟草滥用的咨询,YCLYDZX,4143344,OAIERUY
Z71.700,人类免疫缺陷病毒\[HIV\]的咨询,RLMYQXBD\[HIV\]DZX,34343541\[HIV\]344,WOQURBUG\[HIV\]RUY
Z71.800,咨询，其他特指的,ZXQTTZD,4413313,UYAWTRR
Z71.900,咨询,ZX,44,UY
Z72.000,与吸烟有关的医疗咨询,YXYYGDYLZX,1243431444,GKOEURAUUY
Z72.100,与饮酒有关的医疗咨询,YYJYGDYLZX,1343431444,GQIEURAUUY
Z72.200,与用药有关的医疗咨询,YYYYGDYLZX,1313431444,GEAEURAUUY
Z72.300,与缺乏身体锻炼有关的医疗咨询,YQFSTDLYGDYLZX,13333343431444,GRTTWQOEURAUUY
Z72.400,与不恰当的饮食习惯有关的医疗咨询,YBQDDYSXGYGDYLZX,1454333553431444,GINIRQWNNEURAUUY
Z72.500,与高危的性行为有关的医疗咨询,YGWDXHWYGDYLZX,14332343431444,GYQRNTYEURAUUY
Z72.600,与赌博和打赌有关的医疗咨询,YDBHDDYGDYLZX,1213123431444,GMFTRMEURAUUY
Z72.800,与生活方式有关的其他问题的医疗咨询,YSHFSYGDQTWTDYLZX,13441343134231444,GTIYAEURAWUJRAUUY
Z72.900,与生活方式有关的医疗咨询,YSHFSYGDYLZX,134413431444,GTIYAEURAUUY
Z73.000,与体力耗尽有关的医疗咨询,YTLHJYGDYLZX,135153431444,GWLDNEURAUUY
Z73.100,与个性品质增强有关的医疗咨询,YGXPZZQYGDYLZX,13223153431444,GWNKRFXEURAUUY
Z73.200,与缺乏休息和空暇时间有关的医疗咨询,YQFXXHKXSJYGDYLZX,13333342243431444,GRTWTTPJJUEURAUUY
Z73.300,与精神紧张有关的医疗咨询，不可归类在他处者,YJSJZYGDYLZXBKGLZTCZ,14425343144441241331,GOPJXEURAUUYISJODWTF
Z73.400,与社会技能不足有关的医疗咨询，不可归类在他处者,YSHJNBZYGDYLZXBKGLZT,14315423431444412413,GPWRCIKEURAUUYISJODW
Z73.500,与社会职责冲突有关的医疗咨询，不可归类在他处者,YSHZZCTYGDYLZXBKGLZT,14351443431444412413,GPWBGUPEURAUUYISJODW
Z73.600,与由于伤残引起的活动受限有关的医疗咨询,YYYSCYQDHDSXYGDYLZX,1213151341353431444,GMGWGXFRIFEBEURAUUY
Z73.800,与生活管理困难有关其他问题的医疗咨询,YSHGLKNYGQTWTDYLZX,134312534134231444,GTITGLCEUAWUJRAUUY
Z73.900,与生活管理困难有关的问题的医疗咨询,YSHGLKNYGDWTDYLZX,13431253434231444,GTITGLCEURUJRAUUY
Z74.000,由于活动能力降低而需要帮助,YYHDNLJDEXYBZ,2141555311113,MGIFCLBWDFSDE
Z74.100,与需要人员帮助和照顾有关,YXYRYBZHZGYG,111321332134,GFSWKDETJDEU
Z74.200,与在家需要帮助且无其他家庭成员能够给予照顾有关,YZJXYBZQWQTJTCYNGGYZ,11411133113441253552,GDPFSDEEFAWPYDKCQXCJ
Z74.300,与需要持续的监护有关,YXYCXDJHYG,1111532134,GFSRXRJREU
Z74.800,与依赖于照料人员有关的其他问题,YYLYZLRYYGDQTWT,131124323431342,GWGGJOWKEURAWUJ
Z74.900,与依赖于照料人员有关的问题,YYLYZLRYYGDWT,1311243234342,GWGGJOWKEURUJ
Z75.000,与家中不具备医疗条件有关,YJZBJBYLTJYG,142423143334,GPKIHTAUTWEU
Z75.100,等待住入他处有充足医疗设施场所的人,DDZRTCYCZYLSSCSDR,33333334214441333,TTWTWTEYKAUYYFRRW
Z75.200,其他为检查和治疗而处于等待期的人,QTWJCHZLECYDDQDR,1341134413133133,AWYSSTIUDTGTTARW
Z75.300,与不具备及得不到卫生保健设施有关,YBJBJDBDWSBJSSYG,1423334153334434,GIHTETIGBTWWYYEU
Z75.400,与不具备及得不到其他辅助设施有关,YBJBJDBDQTFZSSYG,1423334113234434,GIHTETIGAWLEYYEU
Z75.500,与假日解除照料有关,YJRJCZLYG,132352434,GWJQBJOEU
Z75.800,与医疗设施和其他卫生保健有关的其他问题,YYLSSHQTWSBJYGDQTWT,1144431353333431342,GAUYYTAWBTWWEURAWUJ
Z75.900,与医疗设施和其他卫生保健有关的问题,YYLSSHQTWSBJYGDWT,11444313533334342,GAUYYTAWBTWWEURUJ
Z76.000,在保健机构再次开处方,ZBJJGZCKCF,1331114134,DWWSSGUGTY
Z76.100,保健机构对弃婴的健康监督和照料,BJJGDQYDJKJDHZL,331154233422324,WWSSCYMRWYJHTJO
Z76.200,保健机构对其他健康婴儿和儿童的健康监督和照料,BJJGDQTJKYEHETDJKJDH,33115133423334334223,WWSSCAWWYMQTQURWYJHT
Z76.201,生病母亲健康婴儿监督和照料,SBMQJKYEJDHZL,3454342322324,TUXUWYMQJHTJO
Z76.300,在保健机构中陪伴病人的健康人,ZBJJGZPBBRDJKR,13311253433343,DWWSSKBWUWRWYW
Z76.400,在卫生保健设施中其他的寄膳者,ZWSBJSSZQTDJSZ,15333442133431,DBTWWYYKAWRPEF
Z76.500,在保健机构中诈病者\[蓄意装病\],ZBJJGZZBZ\[XYZB\],133112441\[1444\],DWWSSKYUF\[AUUU\]
Z76.800,在其他特指情况下与保健机构接触的人,ZQTTZQKXYBJJGJCDR,11331541133111333,DAWTRNUGGWWSSRQRW
Z76.900,在未特指情况下与保健机构接触的人,ZWTZQKXYBJJGJCDR,1131541133111333,DFTRNUGGWWSSRQRW
Z80.000,消化器官恶性肿瘤家族史,XHQGEXZLJZS,43241234442,IWKPGNEUPYK
Z80.001,胃肠道恶性肿瘤家族史,WCDEXZLJZS,2341234442,LEUGNEUPYK
Z80.002,大肠恶性肿瘤家族史,DCEXZLJZS,131234442,DEGNEUPYK
Z80.100,气管、支气管和肺恶性肿瘤家族史,QGZQGHFEXZLJZS,33133331234442,RTFRTTEGNEUPYK
Z80.200,呼吸和胸腔内器官恶性肿瘤家族史，其他的,HXHXQNQGEXZLJZSQTD,223332241234442133,KKTEEMKPGNEUPYKAWR
Z80.300,乳房恶性肿瘤家族史,RFEXZLJZS,341234442,EYGNEUPYK
Z80.400,生殖器官恶性肿瘤家族史,SZQGEXZLJZS,31241234442,TGKPGNEUPYK
Z80.401,卵巢恶性肿瘤家族史,LCEXZLJZS,351234442,QVGNEUPYK
Z80.500,泌尿道恶性肿瘤家族史,MNDEXZLJZS,4541234442,INUGNEUPYK
Z80.600,白血病家族史,BXBJZS,334442,RTUPYK
Z80.700,淋巴、造血和有关组织恶性肿瘤家族史,LBZXHYGZZEXZLJZS,4533334551234442,ICTTTEUXXGNEUPYK
Z80.800,"器官或系统恶性肿瘤家族史,其他的","QGHXTEXZLJZS,QTD","241351234442,133","KPATXGNEUPYK,AWR"
Z80.801,涎腺恶性肿瘤家族史,XXEXZLJZS,431234442,IEGNEUPYK
Z80.900,恶性肿瘤家族史,EXZLJZS,1234442,GNEUPYK
Z81.000,精神发育迟缓家族史,JSFYCHJZS,445455442,OPVYNXPYK
Z81.100,酒精滥用家族史,JJLYJZS,4443442,IOIEPYK
Z81.200,烟草滥用家族史,YCLYJZS,4143442,OAIEPYK
Z81.300,精神活性物质滥用家族史，其他的,JSHXWZLYJZSQTD,44423343442133,OPINTRIEPYKAWR
Z81.400,家族史，其他物质滥用的,JZSQTWZLYD,4421333433,PYKAWTRIER
Z81.800,精神和行为障碍家族史，其他的,JSHHWZAJZSQTD,4433451442133,OPTTYBDPYKAWR
Z82.000,癫痫和神经系统其他疾病家族史,DXHSJXTQTJBJZS,44345351344442,UUTPXTXAWUUPYK
Z82.100,盲和视力丧失家族史,MHSLSSJZS,434513442,YTPLFRPYK
Z82.200,聋和听力丧失家族史,LHTLSSJZS,132513442,DTKLFRPYK
Z82.300,脑卒中家族史,NZZJZS,342442,EYKPYK
Z82.400,缺血性心脏病和其他循环系统疾病家族史,QXXXZBHQTXHXTJBJZS,332334313313544442,RTNNEUTAWTGTXUUPYK
Z82.500,哮喘和其他慢性下呼吸道疾病家族史,XCHQTMXXHXDJBJZS,2231352122444442,KKTAWNNGKKUUUPYK
Z82.600,关节炎和肌肉骨骼系统和结缔组织其他疾病家族史,GJYHJRGGXTHJDZZQTJBJ,41433222353555513444,UAOTEMMMTXTXXXXAWUUP
Z82.700,先天性畸形、变形和染色体异常家族史,XTXJXBXHRSTYCJZS,3122141343354442,TGNLGYGTIQWNIPYK
Z82.701,唐氏综合征家族史,TSZHZJZS,43533442,YQXWTPYK
Z82.800,导致劳动能力丧失的某些伤残和慢性疾病家族史，不可归类在他处者,DZLDNLSSDMXSCHMXJBJZ,51115513312313524444,NGAFCLFRRAHWGTNNUUPY
Z83.000,人类免疫缺陷病毒\[HIV\]病家族史,RLMYQXBD\[HIV\]BJZS,34343541\[HIV\]4442,WOQURBUG\[HIV\]UPYK
Z83.100,传染病和寄生虫病家族史，其他的,CRBHJSCBJZSQTD,34434324442133,WIUTPTJUPYKAWR
Z83.200,血液及造血器官疾病和某些涉及免疫机制的疾患家族史,XYJZXQGJBHMXSJMYJZDJ,34333244431243341334,TIETTKPUUTAHIEQUSRRU
Z83.201,血友病家族史,XYBJZS,314442,TDUPYK
Z83.300,糖尿病家族史,TNBJZS,454442,ONUPYK
Z83.400,内分泌、营养和代谢疾病家族史，其他的,NFMYYHDXJBJZSQTD,2341433444442133,MWIAUTWYUUPYKAWR
Z83.500,眼和耳疾患家族史,YHEJHJZS,23542442,HTBUKPYK
Z83.600,呼吸系统疾病家族史,HXXTJBJZS,223544442,KKTXUUPYK
Z83.700,消化系统疾病家族史,XHXTJBJZS,433544442,IWTXUUPYK
Z84.000,皮肤和皮下组织疾病家族史,PFHPXZZJBJZS,533515544442,HETHGXXUUPYK
Z84.100,肾和输尿管疾患家族史,SHSNGJHJZS,2315342442,JTLNTUKPYK
Z84.200,泌尿生殖系统其他疾病家族史,MNSZXTQTJBJZS,4531351344442,INTGTXAWUUPYK
Z84.201,生殖系统疾病家族史,SZXTJBJZS,313544442,TGTXUUPYK
Z84.300,同血缘家族史,TXYJZS,235442,MTXPYK
Z84.800,家族史，其他特指情况,JZSQTTZQK,442133154,PYKAWTRNU
Z85.000,消化器官恶性肿瘤个人史,XHQGEXZLGRS,43241234332,IWKPGNEUWWK
Z85.001,食管恶性肿瘤个人史,SGEXZLGRS,331234332,WTGNEUWWK
Z85.002,胃恶性肿瘤个人史,WEXZLGRS,21234332,LGNEUWWK
Z85.003,小肠恶性肿瘤个人史,XCEXZLGRS,231234332,IEGNEUWWK
Z85.004,盲肠恶性肿瘤个人史,MCEXZLGRS,431234332,YEGNEUWWK
Z85.005,阑尾恶性肿瘤个人史,LWEXZLGRS,451234332,UNGNEUWWK
Z85.006,结肠恶性肿瘤个人史,JCEXZLGRS,531234332,XEGNEUWWK
Z85.007,直肠恶性肿瘤个人史,ZCEXZLGRS,131234332,FEGNEUWWK
Z85.008,肝恶性肿瘤个人史,GEXZLGRS,31234332,EGNEUWWK
Z85.009,胰腺恶性肿瘤个人史,YXEXZLGRS,331234332,EEGNEUWWK
Z85.100,气管、支气管和肺恶性肿瘤个人史,QGZQGHFEXZLGRS,33133331234332,RTFRTTEGNEUWWK
Z85.101,肺恶性肿瘤个人史,FEXZLGRS,31234332,EGNEUWWK
Z85.200,呼吸和胸腔内器官，其他的恶性肿瘤个人史,HXHXQNQGQTDEXZLGRS,223332241331234332,KKTEEMKPAWRGNEUWWK
Z85.201,呼吸系统恶性肿瘤个人史,HXXTEXZLGRS,22351234332,KKTXGNEUWWK
Z85.203,鼻窦恶性肿瘤个人史,BDEXZLGRS,341234332,TPGNEUWWK
Z85.204,喉恶性肿瘤个人史,HEXZLGRS,21234332,KGNEUWWK
Z85.205,胸腺恶性肿瘤个人史,XXEXZLGRS,331234332,EEGNEUWWK
Z85.300,乳房恶性肿瘤个人史,RFEXZLGRS,341234332,EYGNEUWWK
Z85.400,生殖器官恶性肿瘤个人史,SZQGEXZLGRS,31241234332,TGKPGNEUWWK
Z85.401,外阴恶性肿瘤个人史,WYEXZLGRS,351234332,QBGNEUWWK
Z85.402,子宫内膜恶性肿瘤个人史,ZGNMEXZLGRS,54231234332,BPMEGNEUWWK
Z85.403,宫颈恶性肿瘤个人史,GJEXZLGRS,451234332,PCGNEUWWK
Z85.404,卵巢恶性肿瘤个人史,LCEXZLGRS,351234332,QVGNEUWWK
Z85.406,绒毛膜癌个人史,RMMAGRS,5334332,XTEUWWK
Z85.407,前列腺恶性肿瘤个人史,QLXEXZLGRS,4131234332,UGEGNEUWWK
Z85.408,阴茎恶性肿瘤个人史,YJEXZLGRS,511234332,BAGNEUWWK
Z85.409,睾丸恶性肿瘤个人史,GWEXZLGRS,351234332,TVGNEUWWK
Z85.500,泌尿道恶性肿瘤个人史,MNDEXZLGRS,4541234332,INUGNEUWWK
Z85.501,肾恶性肿瘤个人史,SEXZLGRS,21234332,JGNEUWWK
Z85.502,输尿管恶性肿瘤个人史,SNGEXZLGRS,1531234332,LNTGNEUWWK
Z85.503,膀胱恶性肿瘤个人史,BGEXZLGRS,331234332,EEGNEUWWK
Z85.600,白血病个人史,BXBGRS,334332,RTUWWK
Z85.700,淋巴、造血和有关组织其他恶性肿瘤个人史,LBZXHYGZZQTEXZLGRS,453333455131234332,ICTTTEUXXAWGNEUWWK
Z85.701,恶性淋巴瘤个人史,EXLBLGRS,12454332,GNICUWWK
Z85.800,"器官和系统恶性肿瘤个人史,其他的","QGHXTEXZLGRS,QTD","243351234332,133","KPTTXGNEUWWK,AWR"
Z85.801,脑恶性肿瘤个人史,NEXZLGRS,31234332,EGNEUWWK
Z85.802,口腔恶性肿瘤个人史,KQEXZLGRS,231234332,KEGNEUWWK
Z85.803,舌恶性肿瘤个人史,SEXZLGRS,31234332,TGNEUWWK
Z85.804,甲状腺恶性肿瘤个人史,JZXEXZLGRS,2431234332,LUEGNEUWWK
Z85.805,扁桃体恶性肿瘤个人史,BTTEXZLGRS,4131234332,YSWGNEUWWK
Z85.806,腮腺恶性肿瘤个人史,SXEXZLGRS,331234332,EEGNEUWWK
Z85.807,胸内恶性肿瘤个人史,XNEXZLGRS,321234332,EMGNEUWWK
Z85.808,腹膜恶性肿瘤个人史,FMEXZLGRS,331234332,EEGNEUWWK
Z85.809,鼻咽恶性肿瘤个人史,BYEXZLGRS,321234332,TKGNEUWWK
Z85.810,皮肤恶性肿瘤个人史,PFEXZLGRS,531234332,HEGNEUWWK
Z85.900,恶性肿瘤个人史,EXZLGRS,1234332,GNEUWWK
Z86.000,肿瘤个人史，其他的,ZLGRSQTD,34332133,EUWWKAWR
Z86.001,宫颈原位肿瘤个人史,GJYWZLGRS,451334332,PCDWEUWWK
Z86.002,肾上腺良性肿瘤个人史,SSXLXZLGRS,2234234332,JHEYNEUWWK
Z86.003,恶性葡萄胎个人史,EXPTTGRS,12113332,GNAAEWWK
Z86.100,传染病和寄生虫病个人史,CRBHJSCBGRS,34434324332,WIUTPTJUWWK
Z86.101,伤寒个人史,SHGRS,34332,WPWWK
Z86.102,血吸虫病个人史,XXCBGRS,3224332,TKJUWWK
Z86.103,梅毒个人史,MDGRS,11332,SGWWK
Z86.104,结核个人史,JHGRS,51332,XSWWK
Z86.200,血液和造血器官疾病和某些涉及免疫机制的疾患个人史,XYHZXQGJBHMXSJMYJZDJ,34333244431243341334,TITTTKPUUTAHIEQUSRRU
Z86.300,内分泌、营养和代谢疾病个人史,NFMYYHDXJBGRS,2341433444332,MWIAUTWYUUWWK
Z86.301,营养缺乏个人史,YYQFGRS,1433332,AURTWWK
Z86.400,精神活性物质滥用个人史,JSHXWZLYGRS,44423343332,OPINTRIEWWK
Z86.500,精神和行为障碍个人史，其他的,JSHHWZAGRSQTD,4433451332133,OPTTYBDWWKAWR
Z86.501,精神病个人史,JSBGRS,444332,OPUWWK
Z86.600,神经系统和感觉器官疾病个人史,SJXTHGJQGJBGRS,45353142444332,PXTXTDIKPUUWWK
Z86.700,循环系统疾病个人史,XHXTJBGRS,313544332,TGTXUUWWK
Z86.701,病毒性心肌炎个人史,BDXXJYGRS,412334332,UGNNEOWWK
Z86.702,脑出血个人史,NCXGRS,353332,EBTWWK
Z86.703,脑梗死个人史,NGSGRS,311332,ESGWWK
Z87.000,呼吸系统疾病个人史,HXXTJBGRS,223544332,KKTXUUWWK
Z87.100,消化系统疾病个人史,XHXTJBGRS,433544332,IWTXUUWWK
Z87.200,皮肤和皮下组织疾病个人史,PFHPXZZJBGRS,533515544332,HETHGXXUUWWK
Z87.300,肌肉骨骼系统和结缔组织疾病个人史,JRGGXTHJDZZJBGRS,3222353555544332,EMMMTXTXXXXUUWWK
Z87.400,泌尿生殖系统疾病个人史,MNSZXTJBGRS,45313544332,INTGTXUUWWK
Z87.500,妊娠、分娩和产褥期并发症个人史,RSFMHCRQBFZGRS,55353441454332,VVWVTUPAUVUWWK
Z87.600,起源于围生期的某些情况个人史,QYYWSQDMXQKGRS,14123131254332,FIGLTARAHNUWWK
Z87.700,先天性畸形、变形和染色体异常个人史,XTXJXBXHRSTYCGRS,3122141343354332,TGNLGYGTIQWNIWWK
Z87.701,先天异常疾病个人史,XTYCJBGRS,315444332,TGNIUUWWK
Z87.800,个人史，其他特指情况的,GRSQTTZQKD,3321331543,WWKAWTRNUR
Z88.000,青霉素过敏个人史,QMSGMGRS,11113332,GFGFTWWK
Z88.100,抗生素制剂过敏个人史，其他的,KSSZJGMGRSQTD,1313413332133,RTGRYFTWWKAWR
Z88.101,链霉素过敏个人史,LMSGMGRS,31113332,QFGFTWWK
Z88.102,氟哌酸过敏个人史,FPSGMGRS,32113332,RKSFTWWK
Z88.200,磺胺类药过敏个人史,HALYGMGRS,134113332,DEOAFTWWK
Z88.300,抗感染制剂过敏个人史，其他的,KGRZJGMGRSQTD,1143413332133,RDIRYFTWWKAWR
Z88.301,呋喃坦啶过敏个人史,FNTDGMGRS,221213332,KKFKFTWWK
Z88.302,痢特灵过敏个人史,LTLGMGRS,43513332,UTVFTWWK
Z88.400,麻醉药过敏个人史,MZYGMGRS,41113332,YSAFTWWK
Z88.500,麻醉品过敏个人史,MZPGMGRS,41213332,YSKFTWWK
Z88.600,镇痛药过敏个人史,ZTYGMGRS,34113332,QUAFTWWK
Z88.700,血清和疫苗过敏个人史,XQHYMGMGRS,3434113332,TITUAFTWWK
Z88.800,对其他药物、药剂和生物制品过敏个人史,DQTYWYJHSWZPGMGRS,51313143333213332,CAWATAYTTTRKFTWWK
Z88.801,阿托品过敏个人史,ATPGMGRS,51213332,BRKFTWWK
Z88.802,氨茶碱过敏个人史,ACJGMGRS,31113332,RADFTWWK
Z88.803,鼻炎宁冲剂过敏个人史,BYNCJGMGRS,3444413332,TOPUYFTWWK
Z88.804,别嘌呤醇过敏个人史,BPLCGMGRS,222113332,KKKSFTWWK
Z88.805,低分子右旋糖酐过敏个人史,DFZYXTGGMGRS,335144113332,WWBDYOSFTWWK
Z88.806,颠茄过敏个人史,DQGMGRS,1113332,FAFTWWK
Z88.807,碘剂过敏个人史,DJGMGRS,1413332,DYFTWWK
Z88.808,泛影葡胺过敏个人史,FYPAGMGRS,421313332,IJAEFTWWK
Z88.811,汞剂过敏个人史,GJGMGRS,1413332,AYFTWWK
Z88.812,甲氰咪胍过敏个人史,JQMGGMGRS,232313332,LRKEFTWWK
Z88.813,酒精过敏个人史,JJGMGRS,4413332,IOFTWWK
Z88.814,抗高血压药过敏个人史,KGXYYGMGRS,1431113332,RYTDAFTWWK
Z88.815,抗甲状腺素药过敏个人史,KJZXSYGMGRS,12431113332,RLUEGAFTWWK
Z88.817,麻黄素过敏个人史,MHSGMGRS,41113332,YAGFTWWK
Z88.818,灭吐灵过敏个人史,MTLGMGRS,12513332,GKVFTWWK
Z88.819,脑益嗪过敏个人史,NYQGMGRS,34213332,EUKFTWWK
Z88.820,扑尔敏过敏个人史,PEMGMGRS,13313332,RQTFTWWK
Z88.821,氢化可的松过敏个人史,QHKDSGMGRS,3313113332,RWSRSFTWWK
Z88.822,肾上腺素过敏个人史,SSXSGMGRS,223113332,JHEGFTWWK
Z88.823,心律平过敏个人史,XLPGMGRS,33113332,NTGFTWWK
Z88.824,烟酸过敏个人史,YSGMGRS,4113332,OSFTWWK
Z88.825,优降糖过敏个人史,YJTGMGRS,35413332,WBOFTWWK
Z88.900,对药物、药剂和生物制品过敏个人史,DYWYJHSWZPGMGRS,513143333213332,CATAYTTTRKFTWWK
Z89.000,单侧手指\[包括拇指\]后天性缺失,DCSZ\[BKMZ\]HTXQS,4331\[3111\]31233,UWRR\[QRRR\]RGNRR
Z89.100,手和腕后天性缺失,SHWHTXQS,33331233,RTERGNRR
Z89.200,腕以上的上肢后天性缺失,WYSDSZHTXQS,35232331233,ENHRHERGNRR
Z89.300,双上肢\[任何水平\]后天性缺失,SSZ\[RHSP\]HTXQS,523\[3341\]31233,CHE\[WWIG\]RGNRR
Z89.400,足和踝后天性缺失,ZHHHTXQS,23231233,KTKRGNRR
Z89.401,后天性趾缺失,HTXZQS,312233,RGNKRR
Z89.500,膝或膝以下小腿后天性缺失,XHXYXXTHTXQS,313512331233,EAENGIERGNRR
Z89.600,膝以上大腿后天性缺失,XYSDTHTXQS,3521331233,ENHDERGNRR
Z89.700,双下肢后天性缺失\[任何水平，除外仅趾\],SXZHTXQS\[RHSPCWJZ\],51331233\[33415332\],CGERGNRR\[WWIGBQWK\]
Z89.800,上肢和下肢后天性缺失\[任何水平\],SZHXZHTXQS\[RHSP\],2331331233\[3341\],HETGERGNRR\[WWIG\]
Z89.900,四肢后天性缺失,SZHTXQS,2331233,LERGNRR
Z90.000,头和颈部分后天性缺失,THJBFHTXQS,4354331233,UTCUWRGNRR
Z90.001,眼球摘除术后状态,YQZCSHZT,21151341,HGRBSRUD
Z90.002,后天性鼻缺失,HTXBQS,312333,RGNTRR
Z90.003,喉切除术后状态,HQCSHZT,2151341,KABSRUD
Z90.100,乳房后天性缺失,RFHTXQS,3431233,EYRGNRR
Z90.200,肺\[部分\]后天性缺失,F\[BF\]HTXQS,3\[43\]31233,E\[UW\]RGNRR
Z90.300,胃部分后天性缺失,WBFHTXQS,24331233,LUWRGNRR
Z90.400,消化道其他部分后天性缺失,XHDQTBFHTXQS,434134331233,IWUAWUWRGNRR
Z90.401,食管切除术后状态,SGQCSHZT,33151341,WTABSRUD
Z90.402,食管部分切除术后状态,SGBFQCSHZT,3343151341,WTUWABSRUD
Z90.403,小肠部分切除术后状态,XCBFQCSHZT,2343151341,IEUWABSRUD
Z90.404,全结肠切除术后状态,QJCQCSHZT,353151341,WXEABSRUD
Z90.405,结肠部分切除术后状态,JCBFQCSHZT,5343151341,XEUWABSRUD
Z90.406,直肠切除术后状态,ZCQCSHZT,13151341,FEABSRUD
Z90.407,胰腺切除术后状态,YXQCSHZT,33151341,EEABSRUD
Z90.408,胆囊切除术后状态,DNQCSHZT,31151341,EGABSRUD
Z90.500,肾后天性缺失,SHTXQS,231233,JRGNRR
Z90.600,泌尿道其他部分后天性缺失,MNDQTBFHTXQS,454134331233,INUAWUWRGNRR
Z90.601,膀胱切除术后状态,BGQCSHZT,33151341,EEABSRUD
Z90.700,生殖器官后天性缺失,SZQGHTXQS,312431233,TGKPRGNRR
Z90.701,子宫切除术后状态,ZGQCSHZT,54151341,BPABSRUD
Z90.702,子宫部分切除术后状态,ZGBFQCSHZT,5443151341,BPUWABSRUD
Z90.703,宫颈切除术后状态,GJQCSHZT,45151341,PCABSRUD
Z90.704,单侧卵巢切除术后状态,DCLCQCSHZT,4335151341,UWQVABSRUD
Z90.705,双侧卵巢切除术后状态,SCLCQCSHZT,5335151341,CWQVABSRUD
Z90.706,单侧输卵管卵巢切除术后状态,DCSLGLCQCSHZT,4313335151341,UWLQTQVABSRUD
Z90.707,双侧输卵管卵巢切除术后状态,SCSLGLCQCSHZT,5313335151341,CWLQTQVABSRUD
Z90.708,前列腺切除术后状态,QLXQCSHZT,413151341,UGEABSRUD
Z90.709,睾丸切除术后状态,GWQCSHZT,35151341,TVABSRUD
Z90.800,"器官后天性缺失,其他的","QGHTXQS,QTD","2431233,133","KPRGNRR,AWR"
Z91.000,非药物和生物制品过敏个人史,FYWHSWZPGMGRS,1133333213332,DATTTTRKFTWWK
Z91.100,不服从医疗和医疗制度个人史,BFCYLHYLZDGRS,4331431434332,IEWAUTAURYWWK
Z91.200,个人卫生不良个人史,GRWSBLGRS,335344332,WWBTIYWWK
